computer_architecture,3,BCSE205L
daa,3,BCSE204L
microprocessors,3,BECE204L
probability_and_statistics,3,BMAT202L
sts,1,BSTS102P
theory_of_computation,3,BCSE304L
web_programing,1,BCSE203E
daa_lab,1,BCSE204P
microprocessors_lab,1,BECE204P
probability_and_statistics_lab,1,BMAT202P
web_programing_lab,2,BCSE203E
